id,first_name,last_name,bats,throws,weight,height,debut,final_game,birth_year,birth_month,birth_day,birth_city,birth_state,birth_country
12489,Keith,Smith,B,R,175,73,12/04/1984,05/10/1985,1961,10,20,Los Angeles,CA,USA
12490,Stan,Javier,B,R,185,72,15/04/1984,06/10/2001,1964,1,9,San Francisco de Macoris,Duarte,D.R.
12491,Tom,Waddell,R,R,185,73,15/04/1984,20/04/1987,1958,9,17,Dundee,Dundee,United Kingdom
12492,Chris,Green,L,L,214,74,17/04/1984,18/08/1984,1960,9,5,Los Angeles,CA,USA
12493,Kelly,Gruber,R,R,180,72,20/04/1984,29/06/1993,1962,2,26,Houston,TX,USA
12494,John,Franco,L,L,170,70,24/04/1984,01/07/2005,1960,9,17,Brooklyn,NY,USA
12495,Bob,Fallon,L,L,200,75,26/04/1984,23/06/1985,1960,2,18,Bronx,NY,USA
12496,Mark,Bailey,B,R,195,77,27/04/1984,22/08/1992,1961,11,4,Springfield,MO,USA
12497,Mark,Grant,R,R,195,74,27/04/1984,26/07/1993,1963,10,24,Aurora,IL,USA
12498,Franklin,Stubbs,L,L,215,74,28/04/1984,29/09/1995,1960,10,21,Laurinburg,NC,USA
12499,Ed,Hodge,L,L,192,74,01/05/1984,28/09/1984,1958,4,19,Bellflower,CA,USA
12500,Kirby,Puckett,R,R,178,68,08/05/1984,28/09/1995,1960,3,14,Chicago,IL,USA
12501,Mike,Hart,L,L,185,71,08/05/1984,04/10/1987,1958,2,17,Milwaukee,WI,USA
12502,Clay,Christiansen,R,R,205,77,10/05/1984,29/09/1984,1958,6,28,Wichita,KS,USA
12503,Tom,Nieto,R,R,193,73,10/05/1984,29/09/1990,1960,10,27,Downey,CA,USA
12504,Daryl,Boston,L,L,185,75,13/05/1984,11/08/1994,1963,1,4,Cincinnati,OH,USA
12505,Roger,Clemens,R,R,205,76,15/05/1984,16/09/2007,1962,8,4,Dayton,OH,USA
12506,Steve,Farr,R,R,198,70,16/05/1984,08/08/1994,1956,12,12,Cheverly,MD,USA
12507,Benny,Distefano,L,L,195,73,18/05/1984,05/08/1992,1962,1,23,Brooklyn,NY,USA
12508,Eric,Davis,R,R,165,74,19/05/1984,07/10/2001,1962,5,29,Los Angeles,CA,USA
12509,Lemmie,Miller,R,R,190,73,22/05/1984,02/06/1984,1960,6,2,Dallas,TX,USA
12510,Jim,Pankovits,R,R,170,70,27/05/1984,19/09/1990,1955,8,6,Pennington Gap,VA,USA
12511,Jeff,Cornell,B,R,170,71,02/06/1984,16/08/1984,1957,2,10,Kansas City,MO,USA
12512,Jack,Lazorko,R,R,200,71,04/06/1984,27/09/1988,1956,3,30,Hoboken,NJ,USA
12513,Carl,Willis,L,R,210,76,09/06/1984,03/05/1995,1960,12,28,Danville,VA,USA
12514,Mark,Salas,L,R,180,72,19/06/1984,05/10/1991,1961,3,8,Montebello,CA,USA
12515,John,Russell,R,R,200,72,22/06/1984,02/10/1993,1961,1,5,Oklahoma City,OK,USA
12516,Toby,Hernandez,R,R,160,73,22/06/1984,18/09/1984,1958,11,30,Calabozo,Guarico,Venezuela
12517,Roy,Smith,R,R,200,75,23/06/1984,16/08/1991,1961,9,6,Mount Vernon,NY,USA
12518,Jim,Presley,R,R,200,73,24/06/1984,07/06/1991,1961,10,23,Pensacola,FL,USA
12519,Ken,Howell,R,R,200,75,25/06/1984,05/08/1990,1960,11,28,Detroit,MI,USA
12520,Andre,David,L,L,170,72,29/06/1984,10/06/1986,1958,5,18,Hollywood,CA,USA
12521,Ray,Krawczyk,R,R,184,73,29/06/1984,28/04/1989,1959,10,9,Sewickley,PA,USA
12522,Mickey,Tettleton,B,R,200,74,30/06/1984,02/07/1997,1960,9,16,Oklahoma City,OK,USA
12523,Doug,Baker,B,R,165,69,02/07/1984,12/04/1990,1961,4,3,Fullerton,CA,USA
12524,Kurt,Kepshire,L,R,180,73,04/07/1984,23/04/1986,1959,7,3,Bridgeport,CT,USA
12525,Mike,Pagliarulo,L,R,205,73,07/07/1984,01/10/1995,1960,3,15,Medford,MA,USA
12526,Jay,Tibbs,R,R,185,75,15/07/1984,07/07/1990,1962,1,4,Birmingham,AL,USA
12527,Willie,Lozado,R,R,166,72,16/07/1984,30/09/1984,1959,5,12,New York,NY,USA
12528,Terry,Pendleton,B,R,178,69,18/07/1984,25/09/1998,1960,7,16,Los Angeles,CA,USA
12529,Jeff,Zaske,R,R,180,77,21/07/1984,28/07/1984,1960,10,6,Seattle,WA,USA
12530,Victor,Mata,R,R,165,73,22/07/1984,11/06/1985,1961,6,17,Santiago,Santiago,D.R.
12531,Jeff,Kunkel,R,R,180,74,23/07/1984,14/09/1992,1962,3,25,West Palm Beach,FL,USA
12532,Rene,Gonzales,R,R,180,75,27/07/1984,28/09/1997,1960,9,3,Austin,TX,USA
12533,Ed,Amelung,L,L,180,71,28/07/1984,07/07/1986,1959,4,13,Fullerton,CA,USA
12534,Wes,Gardner,R,R,197,76,29/07/1984,03/08/1991,1961,4,29,Benton,AR,USA
12535,Tony,Brewer,R,R,190,71,01/08/1984,30/09/1984,1957,11,25,Coushatta,LA,USA
12536,Denny,Gonzalez,R,R,165,71,06/08/1984,21/09/1989,1963,7,22,Sabana Grande de Boya,Monte Plata,D.R.
12537,Jim,Deshaies,L,L,222,76,07/08/1984,30/07/1995,1960,6,23,Massena,NY,USA
12538,Joe,Hesketh,L,L,170,74,07/08/1984,07/08/1994,1959,2,15,Lackawanna,NY,USA
12539,Charlie,Mitchell,R,R,170,75,09/08/1984,10/09/1985,1962,6,24,Dickson,TN,USA
12540,Mark,Brown,B,R,190,74,09/08/1984,11/08/1985,1959,7,13,Bellows Falls,VT,USA
12541,Ivan,Calderon,R,R,220,73,10/08/1984,03/10/1993,1962,3,19,Fajardo,NULL,P.R.
12542,Darrell,Miller,R,R,200,74,14/08/1984,01/10/1988,1958,2,26,Washington,DC,USA
12543,Ron,Robinson,R,R,235,76,14/08/1984,02/07/1992,1962,3,24,Exeter,CA,USA
12544,Randy,Gomez,R,R,185,70,21/08/1984,30/09/1984,1957,2,4,San Mateo,CA,USA
12545,Junior,Noboa,R,R,155,70,22/08/1984,05/08/1994,1964,11,10,Azua,Azua,D.R.
12546,Mike,Payne,R,R,165,71,22/08/1984,17/09/1984,1961,11,15,Woonsocket,RI,USA
12547,Francisco,Melendez,L,L,190,72,26/08/1984,01/10/1989,1964,1,25,Rio Piedras,NULL,P.R.
12548,Curt,Wardle,L,L,220,77,30/08/1984,05/10/1985,1960,11,16,Downey,CA,USA
12549,Calvin,Schiraldi,R,R,215,77,01/09/1984,03/07/1991,1962,6,16,Houston,TX,USA
12550,Herm,Winningham,L,R,185,71,01/09/1984,03/10/1992,1961,12,1,Orangeburg,SC,USA
12551,Jeff,Moronko,R,R,190,74,01/09/1984,19/07/1987,1959,8,17,Houston,TX,USA
12552,Rick,Schu,R,R,170,72,01/09/1984,14/08/1996,1962,1,26,Philadelphia,PA,USA
12553,Dave,Leiper,L,L,160,73,02/09/1984,22/09/1996,1962,6,18,Whittier,CA,USA
12554,Glenn,Davis,R,R,205,75,02/09/1984,23/05/1993,1961,3,28,Jacksonville,FL,USA
12555,Jeff,Calhoun,L,L,190,74,02/09/1984,14/04/1988,1958,4,11,La Grange,GA,USA
12556,Chris,Brown,R,R,185,72,03/09/1984,16/05/1989,1961,8,15,Jackson,MS,USA
12557,Doug,Loman,L,L,185,71,03/09/1984,11/05/1985,1958,5,9,Bakersfield,CA,USA
12558,Steve,Kiefer,R,R,175,73,03/09/1984,22/08/1989,1960,10,18,Chicago,IL,USA
12559,Kevin,Buckley,R,R,200,73,04/09/1984,25/09/1984,1959,1,16,Quincy,MA,USA
12560,Kevin,Mitchell,R,R,186,70,04/09/1984,03/08/1998,1962,1,13,San Diego,CA,USA
12561,Milt,Thompson,L,R,170,71,04/09/1984,28/07/1996,1959,1,5,Washington,DC,USA
12562,Nelson,Simmons,B,R,185,73,04/09/1984,08/05/1987,1963,6,27,Washington,DC,USA
12563,Rob,Deer,R,R,210,75,04/09/1984,05/08/1996,1960,9,29,Orange,CA,USA
12564,Roger,Mason,R,R,215,78,04/09/1984,11/08/1994,1957,9,18,Bellaire,MI,USA
12565,Jim,Scranton,R,R,175,72,05/09/1984,06/10/1985,1960,4,5,Torrance,CA,USA
12566,Jose,Roman,R,R,175,72,05/09/1984,27/08/1986,1963,5,21,Puerto Plata,Puerto Plata,D.R.
12567,Ron,Shepherd,R,R,175,76,05/09/1984,05/10/1986,1960,10,27,Longview,TX,USA
12568,Vic,Rodriguez,R,R,173,71,05/09/1984,30/07/1989,1961,7,14,New York,NY,USA
12569,Danny,Tartabull,R,R,185,73,07/09/1984,07/04/1997,1962,10,30,San Juan,NULL,P.R.
12570,Dave,Valle,R,R,200,74,07/09/1984,29/09/1996,1960,10,30,Bayside,NY,USA
12571,Dwayne,Henry,R,R,205,75,07/09/1984,30/09/1995,1962,2,16,Elkton,MD,USA
12572,Wade,Rowdon,R,R,170,74,08/09/1984,19/06/1988,1960,9,7,Riverhead,NY,USA
12573,Mike,LaValliere,L,R,180,70,09/09/1984,22/09/1995,1960,8,18,Charlotte,NC,USA
12574,Rex,Hudler,R,R,180,73,09/09/1984,23/06/1998,1960,9,2,Tempe,AZ,USA
12575,Scott,Bradley,L,R,185,71,09/09/1984,13/06/1992,1960,3,22,Glen Ridge,NJ,USA
12576,Tom,Browning,L,L,190,73,09/09/1984,19/05/1995,1960,4,28,Casper,WY,USA
12577,Billy,Hatcher,R,R,175,69,10/09/1984,09/05/1995,1960,10,4,Williams,AZ,USA
12578,Dave,Leeper,L,L,170,71,10/09/1984,06/10/1985,1959,10,30,Santa Ana,CA,USA
12579,Scott,Earl,R,R,165,71,10/09/1984,30/09/1984,1960,9,18,Seymour,IN,USA
12580,Zane,Smith,L,L,185,74,10/09/1984,05/07/1996,1960,12,28,Madison,WI,USA
12581,Randy,St. Claire,R,R,180,75,11/09/1984,31/05/1994,1960,8,23,Glens Falls,NY,USA
12582,Lee,Guetterman,L,L,225,80,12/09/1984,13/07/1996,1958,11,22,Chattanooga,TN,USA
12583,Randy,O'Neal,R,R,195,74,12/09/1984,02/10/1990,1960,8,30,Ashland,KY,USA
12584,Billy,Beane,R,R,195,76,13/09/1984,01/10/1989,1962,3,29,Orlando,FL,USA
12585,John,Christensen,R,R,205,75,13/09/1984,01/10/1988,1960,9,15,Downey,CA,USA
12586,Jose,Uribe,B,R,155,70,13/09/1984,03/10/1993,1959,1,21,San Cristobal,San Cristobal,D.R.
12587,Alvaro,Espinoza,R,R,170,72,14/09/1984,12/07/1997,1962,2,19,Valencia,Carabobo,Venezuela
12588,Mike,Bielecki,R,R,195,75,14/09/1984,16/08/1997,1959,7,31,Baltimore,MD,USA
12589,Freddie,Toliver,R,R,165,73,15/09/1984,04/07/1993,1961,2,3,Natchez,MS,USA
12590,Jeff,Barkley,B,R,185,75,16/09/1984,26/07/1985,1959,11,21,Hickory,NC,USA
12591,Ron,Meridith,L,L,175,72,16/09/1984,05/06/1987,1956,11,26,San Pedro,CA,USA
12592,Stew,Cliburn,R,R,195,72,17/09/1984,01/10/1988,1956,12,19,Jackson,MS,USA
12593,Dave,Smith,R,R,190,73,18/09/1984,14/09/1985,1957,8,30,Tomball,TX,USA
12594,Larry,Sheets,L,R,217,75,18/09/1984,01/10/1993,1959,12,6,Staunton,VA,USA
12595,Ramon,Romero,L,L,170,76,18/09/1984,21/09/1985,1959,1,8,San Pedro de Macoris,San Pedro de Macoris,D.R.
12596,Nate,Snell,R,R,190,76,20/09/1984,29/09/1987,1952,9,2,Orangeburg,SC,USA
12597,Jim,Traber,L,L,194,72,21/09/1984,01/10/1989,1961,12,26,Columbus,OH,USA
12598,Ken,Dixon,B,R,166,71,22/09/1984,14/09/1987,1960,10,17,Monroe,VA,USA
12599,Chris,Pittaro,B,R,170,71,08/04/1985,04/10/1987,1961,9,16,Trenton,NJ,USA
12600,Lou,Thornton,L,R,185,74,08/04/1985,24/04/1990,1963,4,26,Montgomery,AL,USA
12601,Tim,Burke,R,R,205,75,08/04/1985,22/09/1992,1959,2,19,Omaha,NE,USA
12602,Mariano,Duncan,R,R,160,72,09/04/1985,17/09/1997,1963,3,13,San Pedro de Macoris,San Pedro de Macoris,D.R.
12603,Ozzie,Guillen,L,R,150,71,09/04/1985,01/10/2000,1964,1,20,Ocumare del Tuy,Miranda,Venezuela
12604,Pat,Clements,R,L,175,72,09/04/1985,27/09/1992,1962,2,2,McCloud,CA,USA
12605,Shawon,Dunston,R,R,175,73,09/04/1985,29/09/2002,1963,3,21,Brooklyn,NY,USA
12606,Jim,Weaver,L,L,190,75,10/04/1985,30/09/1989,1959,10,10,Kingston,NY,USA
12607,Manuel,Lee,B,R,145,70,10/04/1985,26/04/1995,1965,6,17,San Pedro de Macoris,San Pedro de Macoris,D.R.
12608,Craig,Gerber,L,R,175,72,11/04/1985,06/10/1985,1959,1,8,Chicago,IL,USA
12609,Jeff,Kaiser,R,L,195,75,11/04/1985,17/05/1993,1960,7,24,Wyandotte,MI,USA
12610,Mike,Gallego,R,R,160,68,11/04/1985,23/07/1997,1960,10,31,Whittier,CA,USA
12611,Roger,McDowell,R,R,175,73,11/04/1985,14/08/1996,1960,12,21,Cincinnati,OH,USA
12612,Terry,Blocker,L,L,195,74,11/04/1985,11/06/1989,1959,8,18,Columbia,SC,USA
12613,Bob,Kipper,R,L,200,74,12/04/1985,27/07/1992,1964,7,8,Aurora,IL,USA
12614,Rich,Yett,R,R,187,74,13/04/1985,25/04/1990,1962,10,6,Pomona,CA,USA
12615,Ron,Mathis,R,R,175,72,13/04/1985,04/07/1987,1958,9,25,Kansas City,MO,USA
12616,Mike,Trujillo,R,R,180,73,14/04/1985,17/06/1989,1960,1,12,Denver,CO,USA
12617,Tom,Klawitter,R,L,190,74,14/04/1985,21/05/1985,1958,6,24,La Crosse,WI,USA
12618,Bill,Latham,L,L,190,74,15/04/1985,01/10/1986,1960,8,29,Birmingham,AL,USA
12619,Steve,Lyons,L,R,190,75,15/04/1985,03/10/1993,1960,6,3,Tacoma,WA,USA
12620,Vince,Coleman,B,R,170,72,18/04/1985,14/04/1997,1961,9,22,Jacksonville,FL,USA
12621,Teddy,Higuera,B,L,178,70,23/04/1985,09/08/1994,1957,11,9,Los Mochis,Sinaloa,Mexico
12622,Ty,Gainey,L,R,190,73,24/04/1985,03/10/1987,1960,12,25,Cheraw,SC,USA
12623,Rich,Thompson,R,R,225,75,28/04/1985,22/04/1990,1958,11,1,New York,NY,USA
12624,Urbano,Lugo,R,R,185,72,28/04/1985,11/05/1990,1962,8,12,Punto Fijo,Falcon,Venezuela
12625,Kirk,McCaskill,R,R,190,73,01/05/1985,20/07/1996,1961,4,9,Kapuskasing,ON,CAN
12626,Lenny,Dykstra,L,L,160,70,03/05/1985,18/05/1996,1963,2,10,Santa Ana,CA,USA
12627,Tim,Birtsas,L,L,240,79,03/05/1985,03/10/1990,1960,9,5,Pontiac,MI,USA
12628,Brian,Fisher,R,R,210,76,07/05/1985,04/10/1992,1962,3,18,Honolulu,HI,USA
12629,Ernie,Riles,L,R,180,73,14/05/1985,03/10/1993,1960,10,2,Cairo,GA,USA
12630,Rocky,Childress,R,R,195,74,17/05/1985,01/10/1988,1962,2,18,Santa Rosa,CA,USA
12631,Oddibe,McDowell,L,L,165,69,19/05/1985,10/08/1994,1962,8,25,Hollywood,FL,USA
12632,Jack,Howell,L,R,180,72,20/05/1985,17/07/1999,1961,8,18,Tucson,AZ,USA
12633,Frank,Eufemia,R,R,185,71,21/05/1985,01/10/1985,1959,12,23,Bronx,NY,USA
12634,Bob,Melvin,R,R,205,76,25/05/1985,06/08/1994,1961,10,28,Palo Alto,CA,USA
12635,Brian,Snyder,L,L,185,75,25/05/1985,27/06/1989,1958,2,20,Flemington,NJ,USA
12636,Dan,Pasqua,L,L,203,72,30/05/1985,01/05/1994,1961,10,17,Yonkers,NY,USA
12637,Steve,Shields,R,R,220,77,01/06/1985,19/06/1989,1958,11,30,Gadsden,AL,USA
12638,Charlie,O'Brien,R,R,195,74,02/06/1985,21/06/2000,1960,5,1,Tulsa,OK,USA
12639,Randy,Hunt,R,R,185,72,04/06/1985,05/10/1986,1960,1,3,Prattville,AL,USA
12640,Trench,Davis,L,L,171,75,04/06/1985,03/07/1987,1960,9,12,Baltimore,MD,USA
12641,Bill,Swift,R,R,170,72,07/06/1985,11/09/1998,1961,10,27,Portland,ME,USA
12642,Chris,Jones,L,L,183,72,08/06/1985,13/06/1986,1957,7,13,Los Angeles,CA,USA
12643,Bruce,Tanner,L,R,220,75,12/06/1985,28/09/1985,1961,12,9,New Castle,PA,USA
12644,Rick,Aguilera,R,R,195,76,12/06/1985,06/09/2000,1961,12,31,San Gabriel,CA,USA
12645,Bill,Wilkinson,R,L,160,70,13/06/1985,02/10/1988,1964,8,10,Greybull,WY,USA
12646,Al,Newman,B,R,175,69,14/06/1985,03/10/1992,1960,6,30,Kansas City,MO,USA
12647,Steve,Ontiveros,R,R,180,72,14/06/1985,01/10/2000,1961,3,5,Tularosa,NM,USA
12648,Ed,Wojna,R,R,185,73,16/06/1985,30/09/1989,1960,8,20,Bridgeport,CT,USA
12649,Darrin,Jackson,R,R,185,72,17/06/1985,03/10/1999,1963,8,22,Los Angeles,CA,USA
12650,Curt,Ford,L,R,150,70,22/06/1985,27/05/1990,1960,10,11,Jackson,MS,USA
12651,Glen,Cook,R,R,180,71,23/06/1985,02/10/1985,1959,9,8,Buffalo,NY,USA
12652,Sam,Khalifa,R,R,170,71,25/06/1985,31/07/1987,1963,12,5,Fontana,CA,USA
12653,Bob,Sebra,R,R,200,74,26/06/1985,30/06/1990,1961,12,11,Ridgewood,NJ,USA
12654,John,Cangelosi,B,L,150,68,30/06/1985,22/09/1999,1963,3,10,Brooklyn,NY,USA
12655,Floyd,Youmans,R,R,180,74,01/07/1985,24/06/1989,1964,5,11,Tampa,FL,USA
12656,Al,Pardo,B,R,187,74,03/07/1985,09/09/1989,1962,9,8,Oviedo,Asturias,Spain
12657,Tom,McCarthy,R,R,180,72,05/07/1985,22/09/1989,1961,6,18,Landstuhl,Rhineland-Palatinate,Germany
12658,Scotti,Madison,B,R,185,71,06/07/1985,01/10/1989,1959,9,12,Pensacola,FL,USA
12659,Dennis,Powell,R,L,175,75,07/07/1985,11/08/1993,1963,8,13,Moultrie,GA,USA
12660,Mark,Knudson,R,R,215,77,08/07/1985,14/05/1993,1960,10,28,Denver,CO,USA
12661,Steve,Lombardozzi,R,R,175,72,12/07/1985,11/04/1990,1960,4,26,Malden,MA,USA
12662,Bob,Buchanan,L,L,185,73,13/07/1985,16/07/1989,1961,5,3,Ridley Park,PA,USA
12663,Joe,Boever,R,R,200,73,19/07/1985,29/09/1996,1960,10,4,Kirkwood,MO,USA
12664,Steve,Buechele,R,R,190,74,19/07/1985,29/07/1995,1961,9,26,Lancaster,CA,USA
12665,Cecil,Fielder,R,R,230,75,20/07/1985,13/09/1998,1963,9,21,Los Angeles,CA,USA
12666,Bill,Long,R,R,185,72,21/07/1985,14/04/1991,1960,2,29,Cincinnati,OH,USA
12667,Mark,Gilbert,B,R,175,72,21/07/1985,27/07/1985,1956,8,22,Atlanta,GA,USA
12668,Joe,Johnson,R,R,195,74,25/07/1985,21/06/1987,1961,10,30,Brookline,MA,USA
12669,Charlie,Kerfeld,R,R,225,78,27/07/1985,19/07/1990,1963,9,28,Knob Noster,MO,USA
12670,Tony,Mack,R,R,177,70,27/07/1985,27/07/1985,1961,4,30,Lexington,KY,USA
12671,Steve,Engel,R,L,216,75,30/07/1985,03/10/1985,1961,12,31,Cincinnati,OH,USA
12672,Bob,Hegman,R,R,180,73,08/08/1985,08/08/1985,1958,2,26,Springfield,MN,USA
12673,Gene,Walter,L,L,200,76,09/08/1985,30/09/1988,1960,11,22,Chicago,IL,USA
12674,Dave,Shipanoff,R,R,185,74,10/08/1985,05/10/1985,1959,11,13,Edmonton,AB,CAN
12675,Tom,Runnells,B,R,175,72,10/08/1985,06/06/1986,1955,4,17,Greeley,CO,USA
12676,Joel,Davis,L,R,205,77,11/08/1985,05/07/1988,1965,1,30,Jacksonville,FL,USA
12677,Lance,McCullers,B,R,185,73,12/08/1985,04/06/1992,1964,3,8,Tampa,FL,USA
12678,Carlos,Ponce,R,R,170,70,14/08/1985,06/10/1985,1959,2,7,Rio Piedras,NULL,P.R.
12679,Mark,Portugal,R,R,170,72,14/08/1985,22/09/1999,1962,10,30,Los Angeles,CA,USA
12680,Chuck,Cary,L,L,210,76,22/08/1985,02/10/1993,1960,3,3,Whittier,CA,USA
12681,Andres,Galarraga,R,R,235,75,23/08/1985,03/10/2004,1961,6,18,Caracas,Distrito Federal,Venezuela
12682,Jeff,Hearron,R,R,195,73,25/08/1985,28/09/1986,1961,11,19,Long Beach,CA,USA
12683,Steve,Davis,L,L,195,73,25/08/1985,19/09/1989,1960,8,4,San Antonio,TX,USA
12684,Eric,Bullock,L,L,185,71,26/08/1985,30/04/1992,1960,2,16,Los Angeles,CA,USA
12685,Todd,Worrell,R,R,215,77,28/08/1985,25/09/1997,1959,9,28,Arcadia,CA,USA
12686,John,Cerutti,L,L,195,74,01/09/1985,05/10/1991,1960,4,28,Albany,NY,USA
12687,Bob,Patterson,R,L,185,74,02/09/1985,11/07/1998,1959,5,16,Jacksonville,FL,USA
12688,Devon,White,B,R,170,73,02/09/1985,05/10/2001,1962,12,29,Kingston,Kingston,Jamaica
12689,Jose,Canseco,R,R,240,76,02/09/1985,06/10/2001,1964,7,2,La Habana,La Habana,Cuba
12690,Jose,Gonzalez,R,R,190,74,02/09/1985,30/07/1992,1964,11,23,Puerto Plata,Puerto Plata,D.R.
12691,Reggie,Williams,R,R,185,71,02/09/1985,02/10/1988,1960,8,29,Memphis,TN,USA
12692,Andres,Thomas,R,R,170,73,03/09/1985,16/09/1990,1963,11,10,Boca Chica,Santo Domingo,D.R.
12693,Matt,Nokes,L,R,185,73,03/09/1985,27/09/1995,1963,10,31,San Diego,CA,USA
12694,Paul,O'Neill,L,L,200,76,03/09/1985,07/10/2001,1963,2,25,Columbus,OH,USA
12695,Dennis,Burtt,R,R,180,72,04/09/1985,15/04/1986,1957,11,29,San Diego,CA,USA
12696,John,Dopson,L,R,205,76,04/09/1985,22/06/1994,1963,7,14,Baltimore,MD,USA
12697,Johnny,Abrego,R,R,185,72,04/09/1985,03/10/1985,1962,7,4,Corpus Christi,TX,USA
12698,Kevin,Romine,R,R,185,71,05/09/1985,04/08/1991,1961,5,23,Exeter,NH,USA
12699,Mike,Greenwell,L,R,170,72,05/09/1985,28/09/1996,1963,7,18,Louisville,KY,USA
12700,Rob,Woodward,R,R,185,75,05/09/1985,26/09/1988,1962,9,28,Hanover,NH,USA
12701,Jon,Perlman,L,R,185,75,06/09/1985,08/07/1988,1956,12,13,Dallas,TX,USA
12702,Gus,Polidor,R,R,170,72,07/09/1985,22/07/1993,1961,10,26,Caracas,Distrito Federal,Venezuela
12703,Ralph,Bryant,L,R,200,74,08/09/1985,04/10/1987,1961,5,20,Fort Gaines,GA,USA
12704,Rich,Surhoff,R,R,210,75,08/09/1985,06/10/1985,1962,10,3,Bronx,NY,USA
12705,Stu,Pederson,L,L,185,72,08/09/1985,06/10/1985,1960,1,28,Palo Alto,CA,USA
12706,Brian,Holton,R,R,190,74,09/09/1985,30/07/1990,1959,11,29,McKeesport,PA,USA
12707,Jose,Guzman,R,R,160,74,10/09/1985,23/05/1994,1963,4,9,Santa Isabel,NULL,P.R.
12708,Pat,Keedy,R,R,205,76,10/09/1985,03/05/1989,1958,1,10,Birmingham,AL,USA
12709,Billy Jo,Robidoux,L,R,200,73,11/09/1985,17/09/1990,1964,1,13,Ware,MA,USA
12710,Bobby,Moore,R,R,200,76,11/09/1985,06/10/1985,1958,11,8,Jena,LA,USA
12711,Mike,Felder,B,R,160,68,11/09/1985,11/08/1994,1961,11,18,Vallejo,CA,USA
12712,Mike,Woodard,L,R,155,69,11/09/1985,10/07/1988,1960,3,2,Melrose Park,IL,USA
12713,Pat,Perry,L,L,190,73,12/09/1985,30/09/1990,1959,2,4,Taylorville,IL,USA
12714,Jim,Wilson,R,R,230,75,13/09/1985,29/09/1989,1960,12,29,Corvallis,OR,USA
12715,Rob,Murphy,L,L,200,74,13/09/1985,22/07/1995,1960,5,26,Miami,FL,USA
12716,Bill,Wegman,R,R,200,77,14/09/1985,01/10/1995,1962,12,19,Cincinnati,OH,USA
12717,Jeff,Sellers,R,R,175,73,15/09/1985,01/10/1988,1964,5,11,Compton,CA,USA
12718,Tony,Ferreira,L,L,160,73,17/09/1985,06/10/1985,1962,10,4,Riverside,CA,USA
12719,Ed,Correa,R,R,192,74,18/09/1985,05/07/1987,1966,4,29,Hato Rey,NULL,P.R.
12720,Colin,Ward,L,L,190,75,21/09/1985,06/10/1985,1960,11,22,Los Angeles,CA,USA
12721,Eric,Bell,L,L,178,72,24/09/1985,08/05/1993,1963,10,27,Modesto,CA,USA
12722,John,Habyan,R,R,195,73,29/09/1985,08/06/1996,1964,1,29,Bay Shore,NY,USA
12723,Randy,Myers,L,L,190,73,06/10/1985,25/09/1998,1962,9,19,Vancouver,WA,USA
12724,Andy,Allanson,R,R,220,77,07/04/1986,02/10/1995,1961,12,22,Richmond,VA,USA
12725,Bip,Roberts,B,R,150,67,07/04/1986,27/09/1998,1963,10,27,Berkeley,CA,USA
12726,John,Kruk,L,L,170,70,07/04/1986,30/07/1995,1961,2,9,Charleston,WV,USA
12727,Tracy,Jones,R,R,180,75,07/04/1986,06/10/1991,1961,3,31,Hawthorne,CA,USA
12728,Pete,Incaviglia,R,R,225,73,08/04/1986,27/09/1998,1964,4,2,Pebble Beach,CA,USA
12729,Robby,Thompson,R,R,165,71,08/04/1986,22/09/1996,1962,5,10,West Palm Beach,FL,USA
12730,Tony,Walker,R,R,205,74,08/04/1986,04/10/1986,1959,7,1,San Diego,CA,USA
12731,Wally,Joyner,L,L,185,74,08/04/1986,14/06/2001,1962,6,16,Atlanta,GA,USA
12732,Will,Clark,L,L,190,74,08/04/1986,01/10/2000,1964,3,13,New Orleans,LA,USA
12733,Bobby,Bonilla,B,R,210,75,09/04/1986,07/10/2001,1963,2,23,Bronx,NY,USA
12734,Kal,Daniels,L,R,195,71,09/04/1986,22/09/1992,1963,8,20,Vienna,GA,USA
12735,Mitch,Williams,L,L,180,75,09/04/1986,10/05/1997,1964,11,17,Santa Ana,CA,USA
12736,Scott,Bailes,L,L,170,74,09/04/1986,27/09/1998,1961,12,18,Chillicothe,OH,USA
12737,Scott,Terry,R,R,195,71,09/04/1986,13/09/1991,1959,11,21,Hobbs,NM,USA
12738,Bobby,Witt,R,R,190,74,10/04/1986,07/10/2001,1964,5,11,Arlington,VA,USA
12739,Don,Gordon,R,R,175,73,10/04/1986,29/09/1988,1959,10,10,New York,NY,USA
12740,Juan,Nieves,L,L,175,75,10/04/1986,02/10/1988,1965,1,5,Santurce,NULL,P.R.
12741,T. R.,Bryden,R,R,190,76,10/04/1986,08/06/1986,1959,1,17,Moses Lake,WA,USA
12742,Bob,Tewksbury,R,R,200,76,11/04/1986,26/09/1998,1960,11,30,Concord,NH,USA
12743,Dan,Plesac,L,L,205,77,11/04/1986,28/09/2003,1962,2,4,Gary,IN,USA
12744,Jeff,Parrett,R,R,185,76,11/04/1986,28/09/1996,1961,8,26,Indianapolis,IN,USA
12745,Bill,Bathe,R,R,200,74,12/04/1986,03/10/1990,1960,10,14,Downey,CA,USA
12746,Duane,Ward,R,R,185,76,12/04/1986,22/06/1995,1964,5,28,Park View,NM,USA
12747,Juan,Castillo,B,R,155,70,12/04/1986,17/04/1989,1962,1,25,San Pedro de Macoris,San Pedro de Macoris,D.R.
